defined_class	defined_class_label	entity	entity_label	location	location_label
http://purl.obolibrary.org/obo/XPO_0103896		GO:0008283	cell proliferation	XAO:0000001	ectoderm
http://purl.obolibrary.org/obo/XPO_0103897		GO:0008283	cell proliferation	XAO:0000068	marginal zone
http://purl.obolibrary.org/obo/XPO_0103898		GO:0061351	neural precursor cell proliferation	XAO:0003226	optic tectum
http://purl.obolibrary.org/obo/XPO_0103899		GO:0030182	neuron differentiation	XAO:0003226	optic tectum
