?cls	?xref
<http://purl.obolibrary.org/obo/UBERON_0000486>	"NCIT:C33622"
<http://purl.obolibrary.org/obo/UBERON_0000486>	"TAO:0001494"
<http://purl.obolibrary.org/obo/UBERON_0000486>	"XAO:0004006"
<http://purl.obolibrary.org/obo/UBERON_0000486>	"CARO:0000069"
<http://purl.obolibrary.org/obo/UBERON_0000486>	"AAO:0010059"
<http://purl.obolibrary.org/obo/UBERON_0003603>	"MA:0001819"
<http://purl.obolibrary.org/obo/UBERON_0003603>	"NCIT:C49256"
<http://purl.obolibrary.org/obo/UBERON_0013765>	"SCTID:272627002"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"MA:0000343"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"CALOHA:TS-0558"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"SCTID:181221003"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"Wikipedia:Lip"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"VHOG:0000677"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"MESH:D008046"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"GAID:76"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"TAO:0007006"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"galen:Lip"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"ZFA:0007006"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"NCIT:C12220"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"FMA:59816"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"BTO:0001647"
<http://purl.obolibrary.org/obo/UBERON_0001833>	"EMAPA:32839"
<http://purl.obolibrary.org/obo/NCBITaxon_10066>	"PMID:15371245"
<http://purl.obolibrary.org/obo/NCBITaxon_10066>	"GC_ID:1"
<http://purl.obolibrary.org/obo/GO_0045652>	"Reactome:R-HSA-8936459"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"GAID:368"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"BTO:0000534"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"ZFA:0000413"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"VHOG:0000397"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"XAO:0003146"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"BSA:0000079"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"HAO:0000379"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"MA:0002420"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"Wikipedia:Gonad"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"BILA:0000123"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"TAO:0000413"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"FMA:18250"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"EMAPA:17383"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"NCIT:C12725"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"MESH:D006066"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"AAO:0000213"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"SCTID:304623008"
<http://purl.obolibrary.org/obo/UBERON_0000991>	"WBbt:0005175"
<http://purl.obolibrary.org/obo/UBERON_0007651>	"FMA:5898"
<http://purl.obolibrary.org/obo/UBERON_0007651>	"SCTID:91833003"
<http://purl.obolibrary.org/obo/UBERON_0002112>	"FMA:72025"
<http://purl.obolibrary.org/obo/UBERON_0002112>	"EMAPA:35323"
<http://purl.obolibrary.org/obo/UBERON_0002112>	"MA:0001573"
<http://purl.obolibrary.org/obo/UBERON_0007829>	"EMAPA:35669"
<http://purl.obolibrary.org/obo/UBERON_0007829>	"MA:0000292"
<http://purl.obolibrary.org/obo/UBERON_0005317>	"BTO:0000137"
<http://purl.obolibrary.org/obo/GO_0031090>	"NIF_Subcellular:sao830981606"
<http://purl.obolibrary.org/obo/UBERON_0003887>	"NCIT:C34195"
<http://purl.obolibrary.org/obo/UBERON_0003887>	"Wikipedia:Intraembryonic_coelom"
<http://purl.obolibrary.org/obo/UBERON_0003887>	"VHOG:0000316"
<http://purl.obolibrary.org/obo/UBERON_0003887>	"EMAPA:16088"
<http://purl.obolibrary.org/obo/UBERON_0003887>	"EHDAA:251"
<http://purl.obolibrary.org/obo/GO_0048391>	"Reactome:R-HSA-9761174"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"EHDAA:5526"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"CALOHA:TS-0607"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"Wikipedia:Myelencephalon"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"EHDAA2:0001207"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"EMAPA:17082"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"VHOG:0000456"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"HBA:9512"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"MA:0000205"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"CALOHA:TS-2365"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"DHBA:10662"
<http://purl.obolibrary.org/obo/UBERON_0005290>	"BTO:0000758"
<http://purl.obolibrary.org/obo/UBERON_0003827>	"MA:0000559"
<http://purl.obolibrary.org/obo/UBERON_0003827>	"SCTID:426649006"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"EHDAA:3514"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"XAO:0000015"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"VHOG:0000070"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"BTO:0000672"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"MESH:D012249"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"BIRNLEX:942"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"FMA:67687"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"ZFA:0000029"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"CALOHA:TS-0457"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"Wikipedia:Rhombencephalon"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"MBA:1065"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"MA:0000195"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"MIAA:0000107"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"EHDAA:6487"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"TAO:0000029"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"SCTID:303456008"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"EMAPA:16916"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"EFO:0000923"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"DMBA:16808"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"AAO:0010150"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"BAMS:HB"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"NCIT:C40336"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"MAT:0000107"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"EHDAA2:0000746"
<http://purl.obolibrary.org/obo/UBERON_0002028>	"DHBA:10653"
<http://purl.obolibrary.org/obo/CL_0000515>	"FMA:84799"
<http://purl.obolibrary.org/obo/UBERON_0007301>	"TAO:0005299"
<http://purl.obolibrary.org/obo/UBERON_0007301>	"ZFA:0005299"
<http://purl.obolibrary.org/obo/UBERON_0010131>	"FMA:83378"
<http://purl.obolibrary.org/obo/UBERON_0010131>	"EHDAA2:0004528"
<http://purl.obolibrary.org/obo/PR_P13595>	"UniProtKB:P13595"
<http://purl.obolibrary.org/obo/CL_0000850>	"WBbt:0006837"
<http://purl.obolibrary.org/obo/CL_0000850>	"MESH:D059326"
<http://purl.obolibrary.org/obo/UBERON_0004465>	"FMA:71290"
<http://purl.obolibrary.org/obo/UBERON_0004465>	"AAO:0000091"
<http://purl.obolibrary.org/obo/UBERON_0004465>	"MESH:D009334"
<http://purl.obolibrary.org/obo/UBERON_0004465>	"EMAPA:36050"
<http://purl.obolibrary.org/obo/UBERON_0005902>	"BTO:0004675"
<http://purl.obolibrary.org/obo/UBERON_0005902>	"FMA:49187"
<http://purl.obolibrary.org/obo/UBERON_0005902>	"XAO:0003173"
<http://purl.obolibrary.org/obo/UBERON_0005902>	"SCTID:362618001"
<http://purl.obolibrary.org/obo/UBERON_0005902>	"ZFA:0001414"
<http://purl.obolibrary.org/obo/UBERON_0005902>	"neuronames:2431"
<http://purl.obolibrary.org/obo/UBERON_0005902>	"TAO:0001414"
<http://purl.obolibrary.org/obo/UBERON_0005902>	"AAO:0010199"
<http://purl.obolibrary.org/obo/CL_0019001>	"https://cellxgene.cziscience.com/cellguide/CL_0019001"
<http://purl.obolibrary.org/obo/UBERON_0011156>	"EHDAA2:0002206"
<http://purl.obolibrary.org/obo/UBERON_0011156>	"Wikipedia:Facial_skeleton"
<http://purl.obolibrary.org/obo/UBERON_0011156>	"FMA:53673"
<http://purl.obolibrary.org/obo/UBERON_0011156>	"EHDAA:8361"
<http://purl.obolibrary.org/obo/UBERON_0011156>	"EMAPA:18022"
<http://purl.obolibrary.org/obo/UBERON_0011156>	"MA:0000318"
<http://purl.obolibrary.org/obo/UBERON_0022303>	"NLX:149357"
<http://purl.obolibrary.org/obo/CHEBI_35287>	"KEGG:C01777"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EHDAA2:0001512"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"FMA:321916"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"ZFA:0000149"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EHDAA:424"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"Wikipedia:Primitive_heart_tube"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EMAPA:16215"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"TAO:0000149"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"SCTID:361522004"
<http://purl.obolibrary.org/obo/UBERON_0005498>	"EHDAA:436"
<http://purl.obolibrary.org/obo/CL_0002132>	"FMA:72299"
<http://purl.obolibrary.org/obo/UBERON_0002469>	"EMAPA:26981"
<http://purl.obolibrary.org/obo/UBERON_0002469>	"BTO:0002859"
<http://purl.obolibrary.org/obo/UBERON_0002469>	"NCIT:C32538"
<http://purl.obolibrary.org/obo/UBERON_0002469>	"MA:0002680"
<http://purl.obolibrary.org/obo/UBERON_0002469>	"FMA:62996"
<http://purl.obolibrary.org/obo/UBERON_0002469>	"SCTID:362127004"
<http://purl.obolibrary.org/obo/UBERON_0039856>	"FMA:14342"
<http://purl.obolibrary.org/obo/PR_000001004>	"PIRSF:PIRSF001977"
<http://purl.obolibrary.org/obo/UBERON_0003343>	"SCTID:362083000"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"galen:Artery"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"Wikipedia:Artery"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"MAT:0000034"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"EV:0100026"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"TAO:0000005"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"MA:0000064"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"ZFA:0000005"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"XAO:0000114"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"GAID:468"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"BTO:0000573"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"NCIT:C12372"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"EHDAA2:0003253"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"EMAPA:35147"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"FMA:50720"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"EFO:0000814"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"AAO:0010211"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"AEO:0000208"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"CALOHA:TS-0054"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"MIAA:0000034"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"SCTID:362877004"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"MESH:D001158"
<http://purl.obolibrary.org/obo/UBERON_0001637>	"VHOG:0001251"
<http://purl.obolibrary.org/obo/GO_0005737>	"Wikipedia:Cytoplasm"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"MIAA:0000140"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"GAID:69"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"EFO:0000827"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"CALOHA:TS-0309"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"Wikipedia:Eye"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"BILA:0000017"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"BTO:0000439"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"EV:0100336"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"MESH:D005123"
<http://purl.obolibrary.org/obo/UBERON_0000970>	"MAT:0000140"
<http://purl.obolibrary.org/obo/CL_0000737>	"BTO:0002916"
<http://purl.obolibrary.org/obo/CL_0000737>	"CALOHA:TS-2157"
<http://purl.obolibrary.org/obo/CL_0000737>	"FMA:86936"
<http://purl.obolibrary.org/obo/UBERON_0003605>	"MA:0002451"
<http://purl.obolibrary.org/obo/CL_1000362>	"FMA:263154"
<http://purl.obolibrary.org/obo/CL_0000187>	"BTO:0000902"
<http://purl.obolibrary.org/obo/CL_0000187>	"WBbt:0003675"
<http://purl.obolibrary.org/obo/CL_0000187>	"BTO:0000888"
<http://purl.obolibrary.org/obo/CL_0000187>	"CALOHA:TS-2032"
<http://purl.obolibrary.org/obo/CL_0000187>	"FMA:67328"
<http://purl.obolibrary.org/obo/GO_0005640>	"NIF_Subcellular:sao1617136075"
<http://purl.obolibrary.org/obo/UBERON_0005337>	"FMA:13225"
<http://purl.obolibrary.org/obo/UBERON_0005337>	"XAO:0004140"
<http://purl.obolibrary.org/obo/UBERON_0005337>	"Wikipedia:Ventricular_outflow_tract"
<http://purl.obolibrary.org/obo/GO_0050900>	"Reactome:R-HSA-202733"
<http://purl.obolibrary.org/obo/UBERON_0003478>	"SCTID:422955002"
<http://purl.obolibrary.org/obo/UBERON_0003478>	"MA:0002253"
<http://purl.obolibrary.org/obo/UBERON_0003478>	"FMA:52541"
<http://purl.obolibrary.org/obo/UBERON_0003478>	"Wikipedia:Inferior_labial_vein"
<http://purl.obolibrary.org/obo/UBERON_0011362>	"TAO:0005297"
<http://purl.obolibrary.org/obo/UBERON_0011362>	"ZFA:0005297"
<http://purl.obolibrary.org/obo/UBERON_0009569>	"SCTID:22943007"
<http://purl.obolibrary.org/obo/UBERON_0009569>	"FMA:25054"
<http://purl.obolibrary.org/obo/UBERON_0012418>	"MA:0001812"
<http://purl.obolibrary.org/obo/UBERON_0035037>	"MA:0003220"
<http://purl.obolibrary.org/obo/UBERON_0035037>	"EMAPA:32904"
<http://purl.obolibrary.org/obo/UBERON_0000030>	"Wikipedia:Lamina_propria"
<http://purl.obolibrary.org/obo/UBERON_0000030>	"SCTID:298225002"
<http://purl.obolibrary.org/obo/UBERON_0000030>	"FMA:62517"
<http://purl.obolibrary.org/obo/UBERON_0000030>	"BTO:0002330"
<http://purl.obolibrary.org/obo/UBERON_0000030>	"NCIT:C32918"
<http://purl.obolibrary.org/obo/UBERON_0007389>	"ZFA:0001543"
<http://purl.obolibrary.org/obo/UBERON_0007389>	"TAO:0001543"
<http://purl.obolibrary.org/obo/UBERON_0003500>	"MA:0001241"
<http://purl.obolibrary.org/obo/UBERON_0003500>	"EMAPA:36611"
<http://purl.obolibrary.org/obo/UBERON_0007135>	"EFO:0003497"
<http://purl.obolibrary.org/obo/UBERON_0007135>	"TAO:0000131"
<http://purl.obolibrary.org/obo/UBERON_0007135>	"ZFA:0000131"
<http://purl.obolibrary.org/obo/GO_0097194>	"Reactome:R-HSA-75153"
<http://purl.obolibrary.org/obo/UBERON_0006930>	"FMA:66809"
<http://purl.obolibrary.org/obo/UBERON_0010256>	"VHOG:0000580"
<http://purl.obolibrary.org/obo/UBERON_0010256>	"EHDAA2:0000098"
<http://purl.obolibrary.org/obo/UBERON_0010256>	"EMAPA:16772"
<http://purl.obolibrary.org/obo/UBERON_0008895>	"AAO:0010157"
<http://purl.obolibrary.org/obo/UBERON_0008895>	"VSAO:0000149"
<http://purl.obolibrary.org/obo/UBERON_0008895>	"ZFA:0001216"
<http://purl.obolibrary.org/obo/UBERON_0008895>	"XAO:0003176"
<http://purl.obolibrary.org/obo/UBERON_0008895>	"VHOG:0000315"
<http://purl.obolibrary.org/obo/UBERON_0008895>	"Wikipedia:Facial_skeleton"
<http://purl.obolibrary.org/obo/UBERON_0008895>	"TAO:0001216"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"MESH:D009777"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"EMAPA:25112"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"SCTID:181796003"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"GAID:227"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"Wikipedia:Occipital_bone"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"MA:0001468"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"NCIT:C12757"
<http://purl.obolibrary.org/obo/UBERON_0001676>	"FMA:52735"
<http://purl.obolibrary.org/obo/GO_0045787>	"Reactome:R-HSA-8849470"
<http://purl.obolibrary.org/obo/UBERON_0003439>	"MA:0000515"
<http://purl.obolibrary.org/obo/UBERON_0001986>	"MESH:D004727"
<http://purl.obolibrary.org/obo/UBERON_0001986>	"EFO:0002548"
<http://purl.obolibrary.org/obo/UBERON_0001986>	"FMA:63916"
<http://purl.obolibrary.org/obo/UBERON_0001986>	"galen:Endothelium"
<http://purl.obolibrary.org/obo/UBERON_0001986>	"BTO:0000393"
<http://purl.obolibrary.org/obo/UBERON_0001986>	"SCTID:27168002"
<http://purl.obolibrary.org/obo/UBERON_0001986>	"GAID:520"
<http://purl.obolibrary.org/obo/UBERON_0001986>	"NCIT:C12481"
<http://purl.obolibrary.org/obo/UBERON_0001986>	"CALOHA:TS-0278"
<http://purl.obolibrary.org/obo/UBERON_0006909>	"FMA:45677"
<http://purl.obolibrary.org/obo/UBERON_0006909>	"BTO:0000349"
<http://purl.obolibrary.org/obo/UBERON_0006909>	"EMAPA:32908"
<http://purl.obolibrary.org/obo/UBERON_0004456>	"FMA:78499"
<http://purl.obolibrary.org/obo/PR_000001024>	"IUPHARobj:2769"
<http://purl.obolibrary.org/obo/UBERON_0034705>	"FMA:64807"
<http://purl.obolibrary.org/obo/UBERON_0034705>	"EHDAA2_RETIRED:0004654"
<http://purl.obolibrary.org/obo/UBERON_0034705>	"BTO:0000314"
<http://purl.obolibrary.org/obo/UBERON_0034705>	"AEO:0001008"
<http://purl.obolibrary.org/obo/CL_1000479>	"FMA:83386"
<http://purl.obolibrary.org/obo/GO_1901588>	"NIF_Subcellular:sao110773650"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"MAT:0000272"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"Wikipedia:Rhombomere"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"EMAPA:16148"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"TAO:0001064"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"RETIRED_EHDAA2:0000669"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"XAO:0004079"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"MIAA:0000272"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"VHOG:0000672"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"FMA:295666"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"ZFA:0001064"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"DHBA:12664"
<http://purl.obolibrary.org/obo/UBERON_0001892>	"EFO:0003617"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"EMAPA:16675"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"ZFA:0001071"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"EHDAA2:0001304"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"TAO:0001071"
<http://purl.obolibrary.org/obo/UBERON_0005425>	"VHOG:0000490"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"AAO:0010249"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"EMAPA:17331"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"SCTID:277699000"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"MESH:D006352"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"CALOHA:TS-0444"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"GAID:568"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"galen:Ventricle"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"Wikipedia:Ventricle_(heart)"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"EHDAA2:0004164"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"VHOG:0000435"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"MAT:0000497"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"EFO:0000317"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"BTO:0000862"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"ZFA:0000009"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"MA:0000091"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"NCIT:C12730"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"TAO:0000009"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"EV:0100020"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"EHDAA:1912"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"FMA:7100"
<http://purl.obolibrary.org/obo/UBERON_0002082>	"XAO:0003193"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"MA:0000327"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"EHDAA:2203"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"BTO:0000203"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"EHDAA2:0001604"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"XAO:0000117"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"MAT:0000030"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"CALOHA:TS-1319"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"ZFA:0000272"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"MIAA:0000030"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"TAO:0000272"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"SCTID:278197002"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"EFO:0000804"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"NCIT:C12779"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"AAO:0000541"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"MESH:D012137"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"EV:0100036"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"EMAPA:16727"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"VHOG:0000202"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"GAID:78"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"Wikipedia:Respiratory_system"
<http://purl.obolibrary.org/obo/UBERON_0001004>	"FMA:7158"
<http://purl.obolibrary.org/obo/GO_0010468>	"Reactome:R-HSA-9752946"
<http://purl.obolibrary.org/obo/GO_0010468>	"Wikipedia:Regulation_of_gene_expression"
<http://purl.obolibrary.org/obo/GO_0010468>	"Reactome:R-HSA-163767"
<http://purl.obolibrary.org/obo/PR_Q62226>	"UniProtKB:Q62226"
<http://purl.obolibrary.org/obo/UBERON_0002190>	"FMA:74315"
<http://purl.obolibrary.org/obo/UBERON_0002190>	"MA:0000473"
<http://purl.obolibrary.org/obo/UBERON_0002190>	"EMAPA:35829"
<http://purl.obolibrary.org/obo/UBERON_0002190>	"BTO:0004042"
<http://purl.obolibrary.org/obo/UBERON_0009581>	"EHDAA2:0001172"
<http://purl.obolibrary.org/obo/UBERON_0009581>	"VHOG:0000910"
<http://purl.obolibrary.org/obo/UBERON_0009581>	"EMAPA:16977"
<http://purl.obolibrary.org/obo/UBERON_0002409>	"Wikipedia:Pericardial_fluid"
<http://purl.obolibrary.org/obo/UBERON_0002409>	"BTO:0001016"
<http://purl.obolibrary.org/obo/UBERON_0002409>	"MA:0002530"
<http://purl.obolibrary.org/obo/UBERON_0002409>	"FMA:9887"
<http://purl.obolibrary.org/obo/GO_0022008>	"Wikipedia:Neurogenesis"
<http://purl.obolibrary.org/obo/CHEBI_22315>	"Wikipedia:Alkaloid"
<http://purl.obolibrary.org/obo/UBERON_0036351>	"FMA:15089"
<http://purl.obolibrary.org/obo/CL_0000136>	"FMA:63880"
<http://purl.obolibrary.org/obo/CL_0000136>	"CALOHA:TS-0012"
<http://purl.obolibrary.org/obo/CL_0000136>	"BTO:0000443"
<http://purl.obolibrary.org/obo/UBERON_0007383>	"EFO:0003425"
<http://purl.obolibrary.org/obo/UBERON_0007383>	"ZFA:0000086"
<http://purl.obolibrary.org/obo/UBERON_0007383>	"TAO:0000086"
<http://purl.obolibrary.org/obo/UBERON_0011566>	"EMAPA:18380"
<http://purl.obolibrary.org/obo/UBERON_0011566>	"SCTID:322648002"
<http://purl.obolibrary.org/obo/UBERON_0011566>	"FMA:9398"
<http://purl.obolibrary.org/obo/UBERON_0002536>	"TGMA:0000540"
<http://purl.obolibrary.org/obo/UBERON_0002536>	"HAO:0000933"
<http://purl.obolibrary.org/obo/UBERON_0002536>	"MIAA:0000163"
<http://purl.obolibrary.org/obo/UBERON_0002536>	"Wikipedia:Sensillum"
<http://purl.obolibrary.org/obo/UBERON_0002536>	"BTO:0001237"
<http://purl.obolibrary.org/obo/UBERON_0002536>	"MAT:0000163"
<http://purl.obolibrary.org/obo/UBERON_0002536>	"EFO:0000939"
<http://purl.obolibrary.org/obo/UBERON_0011108>	"FMA:35243"
<http://purl.obolibrary.org/obo/UBERON_0011108>	"SCTID:303080001"
<http://purl.obolibrary.org/obo/UBERON_0003381>	"FMA:83452"
<http://purl.obolibrary.org/obo/UBERON_0003381>	"VHOG:0001236"
<http://purl.obolibrary.org/obo/UBERON_0003381>	"EMAPA:17342"
<http://purl.obolibrary.org/obo/UBERON_0004663>	"MA:0002901"
<http://purl.obolibrary.org/obo/UBERON_0004663>	"FMA:14156"
<http://purl.obolibrary.org/obo/UBERON_0004663>	"EMAPA:35139"
<http://purl.obolibrary.org/obo/GO_0030198>	"Reactome:R-HSA-1474244"
<http://purl.obolibrary.org/obo/UBERON_0004924>	"FMA:75144"
<http://purl.obolibrary.org/obo/UBERON_0004924>	"SCTID:19594009"
<http://purl.obolibrary.org/obo/UBERON_0004924>	"BTO:0002113"
<http://purl.obolibrary.org/obo/GO_0055085>	"Reactome:R-HSA-382556"
<http://purl.obolibrary.org/obo/GO_0055085>	"Reactome:R-HSA-425407"
<http://purl.obolibrary.org/obo/GO_0055085>	"Reactome:R-HSA-5223345"
<http://purl.obolibrary.org/obo/GO_0043065>	"Reactome:R-HSA-193648"
<http://purl.obolibrary.org/obo/GO_0043065>	"Reactome:R-HSA-205043"
<http://purl.obolibrary.org/obo/UBERON_0010291>	"Wikipedia:Sclera#Histology"
