defined_class	defined_class_label	entity	entity_label	location	location_label
http://purl.obolibrary.org/obo/XPO_0103639		XAO:0000028	epidermis	XAO:0003066	hindlimb bud
http://purl.obolibrary.org/obo/XPO_0103640		XAO:0000028	epidermis	XAO:0003065	forelimb bud
