defined_class	defined_class_label	entity	entity_label
http://purl.obolibrary.org/obo/XPO_0103672		XAO:0000015	hindbrain
http://purl.obolibrary.org/obo/XPO_0103673		XAO:0003066	hindlimb bud
http://purl.obolibrary.org/obo/XPO_0103674		XAO:0000249	neural plate
http://purl.obolibrary.org/obo/XPO_0103675		XAO:0000045	pre-chordal neural plate
http://purl.obolibrary.org/obo/XPO_0103676		XAO:0004105	pronephric tubule
