defined_class	defined_class_label	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/XPO_0103842	mislocalized cement gland	XAO:0000033	cement gland
http://purl.obolibrary.org/obo/XPO_0103843	mislocalized head	XAO:0003024	head
http://purl.obolibrary.org/obo/XPO_0103844	mislocalized neural tube	XAO:0003204	neural tube
http://purl.obolibrary.org/obo/XPO_0103845	mislocalized tail	XAO:0003026	tail
http://purl.obolibrary.org/obo/XPO_0103846	mislocalized utricle	XAO:0000195	utricle
