defined_class	defined_class_label	entity	entity_label	location	location_label
		GO:0008283	cell proliferation	XAO:0000001	ectoderm
		GO:0008283	cell proliferation	XAO:0000068	marginal zone
		GO:0061351	neural precursor cell proliferation	XAO:0003226	optic tectum
		GO:0030182	neuron differentiation	XAO:0003226	optic tectum
