defined_class	defined_class_name	anatomical_entity	anatomical_entity_label	location	location_label
http://purl.obolibrary.org/obo/XPO_0103643		XAO:0005008	cilium	XAO:0000031	ciliated epidermal cell
http://purl.obolibrary.org/obo/XPO_0103644		XAO:0005008	cilium	XAO:0005139	multiciliated cell
http://purl.obolibrary.org/obo/XPO_0103645		XAO:0005255	filopodium	XAO:0000220	dermatome
http://purl.obolibrary.org/obo/XPO_0103646		GO:0031941	filamentous actin	XAO:0000207	blastocoel roof
http://purl.obolibrary.org/obo/XPO_0103647		XAO:0004469	trabecula	XAO:0000064	heart
http://purl.obolibrary.org/obo/XPO_0103648		XAO:0001014	melanophore	XAO:0000087	tail region
http://purl.obolibrary.org/obo/XPO_0103649		XAO:0001014	melanophore	XAO:0000054	trunk region
http://purl.obolibrary.org/obo/XPO_0103650		XAO:0004069	migratory neural crest cell	XAO:0000054	trunk region
http://purl.obolibrary.org/obo/XPO_0103651		XAO:0005139	multiciliated cell	XAO:0000029	epidermis outer layer
http://purl.obolibrary.org/obo/XPO_0103652		XAO:0005034	neural progenitor cell	XAO:0003226	optic tectum
http://purl.obolibrary.org/obo/XPO_0103653		XAO:0003023	neuron	XAO:0003226	optic tectum
http://purl.obolibrary.org/obo/XPO_0103654		XAO:0003012	cell	XAO:0004518	proximal tubule
http://purl.obolibrary.org/obo/XPO_0103655		XAO:0000058	somite	XAO:0005280	ventro-lateral region
http://purl.obolibrary.org/obo/XPO_0103831		XAO:0004276	bone element	XAO:0003036	forelimb digit
http://purl.obolibrary.org/obo/XPO_0103832		XAO:0003036	forelimb digit	XAO:0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103833		XAO:0004314	digit-joint region	XAO:0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103834		XAO:0003208	metacarpus	XAO:0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103836		XAO:0004012	skeletal element	XAO:0004106	regenerating forelimb
http://purl.obolibrary.org/obo/XPO_0103837		XAO:0004276	bone element	XAO:0003035	hindlimb digit
http://purl.obolibrary.org/obo/XPO_0103838		XAO:0003035	hindlimb digit	XAO:0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103839		XAO:0004314	digit-joint region	XAO:0004107	regenerating hindlimb
http://purl.obolibrary.org/obo/XPO_0103841		XAO:0004012	skeletal element	XAO:0004107	regenerating hindlimb
