anatomical_entity	quality	quality_label
XAO:0003085	PATO:0000587	decreased size
XAO:0003085	PATO:0000587	decreased size
XAO:0003085	PATO:0000587	decreased size
XAO:0003085	PATO:0000587	decreased size
XAO:0003085	PATO:0000587	decreased size
XAO:0003085	PATO:0000587	decreased size
XAO:0003085	PATO:0000587	decreased size
XAO:0003177	PATO:0000587	decreased size
XAO:0003177	PATO:0000587	decreased size
XAO:0003180	PATO:0000587	decreased size
XAO:0003180	PATO:0000587	decreased size
XAO:0003180	PATO:0000587	decreased size
XAO:0003180	PATO:0000587	decreased size
XAO:0003180	PATO:0000587	decreased size
XAO:0003180	PATO:0000587	decreased size
XAO:0003180	PATO:0000587	decreased size
XAO:0003180	PATO:0000587	decreased size
XAO:0003180	PATO:0000587	decreased size
XAO:0003229	PATO:0000587	decreased size
XAO:0003269	PATO:0000587	decreased size
XAO:0004107	PATO:0000587	decreased size
XAO:0004143	PATO:0000587	decreased size
XAO:0004219	PATO:0000587	decreased size
XAO:0004219	PATO:0000587	decreased size
XAO:0004219	PATO:0000587	decreased size
XAO:0004261	PATO:0000587	decreased size
XAO:0004261	PATO:0000587	decreased size
XAO:0004261	PATO:0000587	decreased size
XAO:0004359	PATO:0000587	decreased size
XAO:0004359	PATO:0000587	decreased size
XAO:0004360	PATO:0000587	decreased size
XAO:0004360	PATO:0000587	decreased size
XAO:0004361	PATO:0000587	decreased size
XAO:0004361	PATO:0000587	decreased size
XAO:0004362	PATO:0000587	decreased size
XAO:0004362	PATO:0000587	decreased size
XAO:0004402	PATO:0000587	decreased size
XAO:0004518	PATO:0000587	decreased size
XAO:0004518	PATO:0000587	decreased size
XAO:0004518	PATO:0000587	decreased size
XAO:0004518	PATO:0000587	decreased size
XAO:0004518	PATO:0000587	decreased size
XAO:0005140	PATO:0000587	decreased size
XAO:0005140	PATO:0000587	decreased size
XAO:0005140	PATO:0000587	decreased size
XAO:0000001	PATO:0000591	increased thickness
XAO:0000001	PATO:0000591	increased thickness
XAO:0000001	PATO:0000591	increased thickness
XAO:0000001	PATO:0000591	increased thickness
XAO:0000028	PATO:0000591	increased thickness
