anatomical_entity	quality	quality_label
XAO:0000028	PATO:0000591	increased thickness
XAO:0000028	PATO:0000591	increased thickness
XAO:0000042	PATO:0000591	increased thickness
XAO:0000188	PATO:0000591	increased thickness
XAO:0000207	PATO:0000591	increased thickness
XAO:0000207	PATO:0000591	increased thickness
XAO:0000207	PATO:0000591	increased thickness
XAO:0000207	PATO:0000591	increased thickness
XAO:0000207	PATO:0000591	increased thickness
XAO:0000207	PATO:0000591	increased thickness
XAO:0000207	PATO:0000591	increased thickness
XAO:0000207	PATO:0000591	increased thickness
XAO:0000207	PATO:0000591	increased thickness
XAO:0000249	PATO:0000591	increased thickness
XAO:0000475	PATO:0000591	increased thickness
XAO:0000475	PATO:0000591	increased thickness
XAO:0003210	PATO:0000591	increased thickness
XAO:0004091	PATO:0000591	increased thickness
XAO:0000065	PATO:0000592	decreased thickness
XAO:0004121	PATO:0000592	decreased thickness
XAO:0004217	PATO:0000592	decreased thickness
XAO:0000010	PATO:0000595	increased volume
XAO:0000064	PATO:0000595	increased volume
XAO:0000294	PATO:0000595	increased volume
XAO:0000064	PATO:0000596	decreased volume
XAO:0000092	PATO:0000596	decreased volume
XAO:0000092	PATO:0000596	decreased volume
XAO:0000126	PATO:0000596	decreased volume
XAO:0003059	PATO:0000596	decreased volume
XAO:0003059	PATO:0000596	decreased volume
XAO:0000033	PATO:0000599	decreased width
XAO:0000045	PATO:0000599	decreased width
XAO:0000249	PATO:0000599	decreased width
XAO:0000249	PATO:0000599	decreased width
XAO:0003024	PATO:0000599	decreased width
XAO:0003024	PATO:0000599	decreased width
XAO:0003024	PATO:0000599	decreased width
XAO:0003024	PATO:0000599	decreased width
XAO:0003024	PATO:0000599	decreased width
XAO:0003024	PATO:0000599	decreased width
XAO:0003024	PATO:0000599	decreased width
XAO:0003029	PATO:0000599	decreased width
XAO:0004024	PATO:0000599	decreased width
XAO:0004024	PATO:0000599	decreased width
XAO:0004024	PATO:0000599	decreased width
XAO:0004024	PATO:0000599	decreased width
XAO:0004024	PATO:0000599	decreased width
XAO:0004024	PATO:0000599	decreased width
XAO:0004024	PATO:0000599	decreased width
XAO:0004024	PATO:0000599	decreased width
XAO:0004024	PATO:0000599	decreased width
XAO:0000015	PATO:0000600	increased width
XAO:0000045	PATO:0000600	increased width
XAO:0000045	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0000249	PATO:0000600	increased width
XAO:0003066	PATO:0000600	increased width
XAO:0003066	PATO:0000600	increased width
XAO:0003066	PATO:0000600	increased width
XAO:0004105	PATO:0000600	increased width
XAO:0000250	PATO:0000608	closed
XAO:0000250	PATO:0000608	closed
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000208	PATO:0000609	closure incomplete
XAO:0000307	PATO:0000609	closure incomplete
XAO:0000310	PATO:0000609	closure incomplete
XAO:0000310	PATO:0000609	closure incomplete
XAO:0000310	PATO:0000609	closure incomplete
XAO:0000310	PATO:0000609	closure incomplete
XAO:0000474	PATO:0000609	closure incomplete
XAO:0000474	PATO:0000609	closure incomplete
XAO:0000474	PATO:0000609	closure incomplete
XAO:0001019	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0003204	PATO:0000609	closure incomplete
XAO:0004087	PATO:0000609	closure incomplete
XAO:0004087	PATO:0000609	closure incomplete
XAO:0004087	PATO:0000609	closure incomplete
XAO:0004087	PATO:0000609	closure incomplete
XAO:0000010	PATO:0000610	open
XAO:0000010	PATO:0000610	open
XAO:0000307	PATO:0000610	open
XAO:0000307	PATO:0000610	open
XAO:0003204	PATO:0000610	open
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003004	PATO:0000615	wholly anterioralized
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003026	PATO:0000617	bent
XAO:0003210	PATO:0000617	bent
XAO:0003212	PATO:0000617	bent
XAO:0000314	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003004	PATO:0000620	wholly dorsalized
XAO:0003229	PATO:0000620	wholly dorsalized
XAO:0000064	PATO:0000625	inverted
XAO:0000064	PATO:0000625	inverted
XAO:0000064	PATO:0000625	inverted
XAO:0000064	PATO:0000625	inverted
XAO:0004298	PATO:0000625	inverted
XAO:0005063	PATO:0000625	inverted
XAO:0005063	PATO:0000625	inverted
XAO:0005063	PATO:0000625	inverted
XAO:0005063	PATO:0000625	inverted
XAO:0005063	PATO:0000625	inverted
XAO:0005063	PATO:0000625	inverted
XAO:0000033	PATO:0000628	mislocalised
XAO:0000033	PATO:0000628	mislocalised
XAO:0000033	PATO:0000628	mislocalised
XAO:0000136	PATO:0000628	mislocalised
XAO:0000172	PATO:0000628	mislocalised
XAO:0000172	PATO:0000628	mislocalised
XAO:0000172	PATO:0000628	mislocalised
XAO:0000192	PATO:0000628	mislocalised
XAO:0000195	PATO:0000628	mislocalised
XAO:0003024	PATO:0000628	mislocalised
XAO:0003024	PATO:0000628	mislocalised
XAO:0003024	PATO:0000628	mislocalised
XAO:0003024	PATO:0000628	mislocalised
XAO:0003026	PATO:0000628	mislocalised
XAO:0003026	PATO:0000628	mislocalised
XAO:0003204	PATO:0000628	mislocalised
XAO:0003204	PATO:0000628	mislocalised
XAO:0004139	PATO:0000628	mislocalised
XAO:0004139	PATO:0000628	mislocalised
XAO:0003004	PATO:0000630	wholly posterioralized
XAO:0003004	PATO:0000630	wholly posterioralized
XAO:0003004	PATO:0000630	wholly posterioralized
XAO:0000179	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0003004	PATO:0000636	wholly ventralized
XAO:0000078	PATO:0000638	apoptotic
XAO:0000058	PATO:0000642	fused with
XAO:0003035	PATO:0000642	fused with
XAO:0004187	PATO:0000642	fused with
XAO:0004412	PATO:0000642	fused with
XAO:0003066	PATO:0000644	hyperplastic
XAO:0003066	PATO:0000644	hyperplastic
XAO:0003066	PATO:0000644	hyperplastic
XAO:0003066	PATO:0000644	hyperplastic
XAO:0000055	PATO:0000645	hypoplastic
XAO:0000055	PATO:0000645	hypoplastic
XAO:0000128	PATO:0000645	hypoplastic
XAO:0000232	PATO:0000645	hypoplastic
XAO:0001002	PATO:0000645	hypoplastic
XAO:0003025	PATO:0000645	hypoplastic
XAO:0003026	PATO:0000645	hypoplastic
XAO:0003026	PATO:0000645	hypoplastic
XAO:0003059	PATO:0000645	hypoplastic
XAO:0003059	PATO:0000645	hypoplastic
XAO:0003266	PATO:0000645	hypoplastic
XAO:0000249	PATO:0000647	necrotic
XAO:0003030	PATO:0000763	paralysed
XAO:0003030	PATO:0000763	paralysed
XAO:0003030	PATO:0000763	paralysed
XAO:0003031	PATO:0000763	paralysed
XAO:0003031	PATO:0000763	paralysed
XAO:0003031	PATO:0000763	paralysed
XAO:0000107	PATO:0000936	truncated
XAO:0000107	PATO:0000936	truncated
XAO:0000107	PATO:0000936	truncated
XAO:0003024	PATO:0000936	truncated
XAO:0003025	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0003026	PATO:0000936	truncated
XAO:0000058	PATO:0000937	disorganized
XAO:0000103	PATO:0000937	disorganized
XAO:0000103	PATO:0000937	disorganized
XAO:0000103	PATO:0000937	disorganized
XAO:0000103	PATO:0000937	disorganized
XAO:0000129	PATO:0000937	disorganized
XAO:0000129	PATO:0000937	disorganized
XAO:0000129	PATO:0000937	disorganized
XAO:0000129	PATO:0000937	disorganized
XAO:0000220	PATO:0000937	disorganized
XAO:0000232	PATO:0000937	disorganized
XAO:0000315	PATO:0000937	disorganized
XAO:0000315	PATO:0000937	disorganized
XAO:0004217	PATO:0000937	disorganized
XAO:0000087	PATO:0000967	undulate
XAO:0000087	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003026	PATO:0000967	undulate
XAO:0003030	PATO:0001052	obtuse angle to
XAO:0003031	PATO:0001052	obtuse angle to
XAO:0003004	PATO:0001422	dead
XAO:0003004	PATO:0001422	dead
XAO:0003004	PATO:0001422	dead
XAO:0003004	PATO:0001422	dead
XAO:0003004	PATO:0001422	dead
XAO:0003004	PATO:0001422	dead
XAO:0003004	PATO:0001422	dead
XAO:0003004	PATO:0001422	dead
XAO:0003004	PATO:0001422	dead
XAO:0000064	PATO:0001450	edematous
XAO:0000125	PATO:0001450	edematous
XAO:0000125	PATO:0001450	edematous
XAO:0000232	PATO:0001450	edematous
XAO:0000232	PATO:0001450	edematous
XAO:0003024	PATO:0001450	edematous
XAO:0004063	PATO:0001450	edematous
XAO:0004107	PATO:0001450	edematous
XAO:0004182	PATO:0001450	edematous
XAO:0004182	PATO:0001450	edematous
XAO:0004182	PATO:0001450	edematous
XAO:0004182	PATO:0001450	edematous
XAO:0004261	PATO:0001450	edematous
XAO:0003004	PATO:0001468	curved dorsal
XAO:0003025	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001468	curved dorsal
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0003026	PATO:0001469	curved ventral
XAO:0000008	PATO:0001473	duplicated
XAO:0000033	PATO:0001473	duplicated
XAO:0000064	PATO:0001473	duplicated
XAO:0000195	PATO:0001473	duplicated
XAO:0000235	PATO:0001473	duplicated
XAO:0003024	PATO:0001473	duplicated
XAO:0003024	PATO:0001473	duplicated
XAO:0003024	PATO:0001473	duplicated
XAO:0003024	PATO:0001473	duplicated
XAO:0003024	PATO:0001473	duplicated
XAO:0003024	PATO:0001473	duplicated
XAO:0003024	PATO:0001473	duplicated
XAO:0003024	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003025	PATO:0001473	duplicated
XAO:0003026	PATO:0001473	duplicated
XAO:0003026	PATO:0001473	duplicated
XAO:0003026	PATO:0001473	duplicated
XAO:0003030	PATO:0001473	duplicated
XAO:0003031	PATO:0001473	duplicated
XAO:0003031	PATO:0001473	duplicated
XAO:0003031	PATO:0001473	duplicated
XAO:0003031	PATO:0001473	duplicated
XAO:0003064	PATO:0001473	duplicated
XAO:0003064	PATO:0001473	duplicated
XAO:0003066	PATO:0001473	duplicated
XAO:0003066	PATO:0001473	duplicated
XAO:0003066	PATO:0001473	duplicated
XAO:0003214	PATO:0001473	duplicated
XAO:0004107	PATO:0001473	duplicated
XAO:0004107	PATO:0001473	duplicated
XAO:0004107	PATO:0001473	duplicated
XAO:0004420	PATO:0001473	duplicated
XAO:0003024	PATO:0001485	condensed
XAO:0003024	PATO:0001485	condensed
XAO:0003024	PATO:0001501	immature
XAO:0003026	PATO:0001501	immature
XAO:0004518	PATO:0001503	simple
XAO:0000029	PATO:0001505	separated from
XAO:0003024	PATO:0001507	disrupted
XAO:0004069	PATO:0001507	disrupted
XAO:0000330	PATO:0001542	delayed phase
XAO:0003059	PATO:0001562	decreased mass
XAO:0003059	PATO:0001562	decreased mass
XAO:0003046	PATO:0001566	distributed
XAO:0003046	PATO:0001566	distributed
XAO:0003193	PATO:0001571	dilated
XAO:0001019	PATO:0001598	protruding
XAO:0000064	PATO:0001617	deformed
XAO:0003026	PATO:0001617	deformed
XAO:0004475	PATO:0001645	protruding into
XAO:0000295	PATO:0001646	protruding out of
XAO:0003004	PATO:0001649	curved lateral
XAO:0003004	PATO:0001649	curved lateral
XAO:0004475	PATO:0001654	misaligned with
XAO:0001017	PATO:0001671	increased distribution
XAO:0003066	PATO:0001671	increased distribution
XAO:0004105	PATO:0001714	increased diameter
XAO:0000179	PATO:0001715	decreased diameter
XAO:0000179	PATO:0001715	decreased diameter
XAO:0000330	PATO:0001715	decreased diameter
XAO:0004621	PATO:0001738	dissociated from
XAO:0004621	PATO:0001738	dissociated from
XAO:0004621	PATO:0001738	dissociated from
XAO:0004621	PATO:0001738	dissociated from
XAO:0004621	PATO:0001738	dissociated from
XAO:0004621	PATO:0001738	dissociated from
XAO:0003004	PATO:0001752	peramorphic growth
XAO:0003066	PATO:0001752	peramorphic growth
XAO:0003066	PATO:0001752	peramorphic growth
XAO:0003066	PATO:0001752	peramorphic growth
XAO:0003066	PATO:0001752	peramorphic growth
XAO:0003066	PATO:0001752	peramorphic growth
XAO:0004107	PATO:0001755	hypermorphic growth
XAO:0003004	PATO:0001770	semi-viable
XAO:0003217	PATO:0001772	surrounding
XAO:0003217	PATO:0001772	surrounding
XAO:0003030	PATO:0001784	bifurcated
XAO:0003031	PATO:0001784	bifurcated
XAO:0004412	PATO:0001784	bifurcated
XAO:0004185	PATO:0001786	split
XAO:0000130	PATO:0001796	decreased coiling
XAO:0000232	PATO:0001796	decreased coiling
XAO:0000232	PATO:0001796	decreased coiling
XAO:0004518	PATO:0001796	decreased coiling
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0003026	PATO:0001798	kinked
XAO:0004063	PATO:0001799	ruffled
XAO:0004063	PATO:0001799	ruffled
XAO:0004063	PATO:0001799	ruffled
XAO:0004063	PATO:0001799	ruffled
XAO:0004063	PATO:0001799	ruffled
XAO:0004063	PATO:0001799	ruffled
XAO:0004065	PATO:0001799	ruffled
XAO:0000205	PATO:0001802	loose
XAO:0003029	PATO:0001875	triangular
XAO:0003029	PATO:0001875	triangular
XAO:0003029	PATO:0001875	triangular
XAO:0003029	PATO:0001875	triangular
XAO:0003209	PATO:0001875	triangular
XAO:0003209	PATO:0001875	triangular
XAO:0003213	PATO:0001875	triangular
XAO:0003213	PATO:0001875	triangular
XAO:0003214	PATO:0001875	triangular
XAO:0003006	PATO:0001894	phenotypic sex
XAO:0003035	PATO:0001905	has normal numbers of parts of type
XAO:0004107	PATO:0001905	has normal numbers of parts of type
XAO:0003217	PATO:0001920	mislocalised ventrally
XAO:0000058	PATO:0001921	mislocalised anteriorly
XAO:0000174	PATO:0001921	mislocalised anteriorly
XAO:0000179	PATO:0001921	mislocalised anteriorly
XAO:0000179	PATO:0001921	mislocalised anteriorly
XAO:0000179	PATO:0001921	mislocalised anteriorly
XAO:0000179	PATO:0001921	mislocalised anteriorly
XAO:0000179	PATO:0001921	mislocalised anteriorly
XAO:0000179	PATO:0001921	mislocalised anteriorly
XAO:0000179	PATO:0001921	mislocalised anteriorly
XAO:0003149	PATO:0001922	mislocalised posteriorly
XAO:0003149	PATO:0001922	mislocalised posteriorly
XAO:0000179	PATO:0001924	mislocalised medially
XAO:0000058	PATO:0001935	obtuse
XAO:0003030	PATO:0001956	variability of size
XAO:0003031	PATO:0001956	variability of size
XAO:0003031	PATO:0001956	variability of size
XAO:0003031	PATO:0001956	variability of size
XAO:0003066	PATO:0001956	variability of size
XAO:0004217	PATO:0001959	defasciculated
XAO:0000031	PATO:0001997	decreased amount
XAO:0000031	PATO:0001997	decreased amount
XAO:0000031	PATO:0001997	decreased amount
XAO:0000031	PATO:0001997	decreased amount
XAO:0000031	PATO:0001997	decreased amount
XAO:0000031	PATO:0001997	decreased amount
XAO:0000058	PATO:0001997	decreased amount
XAO:0000111	PATO:0001997	decreased amount
XAO:0000314	PATO:0001997	decreased amount
XAO:0001014	PATO:0001997	decreased amount
XAO:0001014	PATO:0001997	decreased amount
XAO:0001014	PATO:0001997	decreased amount
XAO:0001014	PATO:0001997	decreased amount
XAO:0001014	PATO:0001997	decreased amount
XAO:0001014	PATO:0001997	decreased amount
XAO:0003035	PATO:0001997	decreased amount
XAO:0003035	PATO:0001997	decreased amount
XAO:0003035	PATO:0001997	decreased amount
XAO:0003085	PATO:0001997	decreased amount
XAO:0003149	PATO:0001997	decreased amount
XAO:0003149	PATO:0001997	decreased amount
XAO:0003149	PATO:0001997	decreased amount
XAO:0003149	PATO:0001997	decreased amount
XAO:0003149	PATO:0001997	decreased amount
XAO:0003228	PATO:0001997	decreased amount
XAO:0003228	PATO:0001997	decreased amount
XAO:0004100	PATO:0001997	decreased amount
XAO:0004100	PATO:0001997	decreased amount
XAO:0004219	PATO:0001997	decreased amount
XAO:0004307	PATO:0001997	decreased amount
XAO:0004307	PATO:0001997	decreased amount
XAO:0004307	PATO:0001997	decreased amount
XAO:0004414	PATO:0001997	decreased amount
XAO:0004415	PATO:0001997	decreased amount
XAO:0004423	PATO:0001997	decreased amount
XAO:0000051	PATO:0001999	lacks parts or has fewer parts of type
XAO:0000138	PATO:0001999	lacks parts or has fewer parts of type
XAO:0000241	PATO:0001999	lacks parts or has fewer parts of type
XAO:0000338	PATO:0001999	lacks parts or has fewer parts of type
XAO:0001014	PATO:0002001	has fewer parts of type
XAO:0001014	PATO:0002001	has fewer parts of type
XAO:0001014	PATO:0002001	has fewer parts of type
XAO:0003035	PATO:0002001	has fewer parts of type
XAO:0003036	PATO:0002001	has fewer parts of type
XAO:0003036	PATO:0002001	has fewer parts of type
XAO:0004412	PATO:0002001	has fewer parts of type
XAO:0004413	PATO:0002001	has fewer parts of type
XAO:0004414	PATO:0002001	has fewer parts of type
XAO:0004414	PATO:0002001	has fewer parts of type
XAO:0004414	PATO:0002001	has fewer parts of type
XAO:0004415	PATO:0002001	has fewer parts of type
XAO:0004415	PATO:0002001	has fewer parts of type
XAO:0004415	PATO:0002001	has fewer parts of type
XAO:0004478	PATO:0002001	has fewer parts of type
XAO:0004518	PATO:0002001	has fewer parts of type
XAO:0004518	PATO:0002001	has fewer parts of type
XAO:0004518	PATO:0002001	has fewer parts of type
XAO:0004518	PATO:0002001	has fewer parts of type
XAO:0004518	PATO:0002001	has fewer parts of type
XAO:0004518	PATO:0002001	has fewer parts of type
XAO:0004518	PATO:0002001	has fewer parts of type
XAO:0004518	PATO:0002001	has fewer parts of type
XAO:0003031	PATO:0002002	has extra parts of type
XAO:0003035	PATO:0002002	has extra parts of type
XAO:0003035	PATO:0002002	has extra parts of type
XAO:0004518	PATO:0002002	has extra parts of type
XAO:0000028	PATO:0002011	neoplastic
XAO:0000058	PATO:0002011	neoplastic
XAO:0000058	PATO:0002011	neoplastic
XAO:0003066	PATO:0002019	aplastic growth
XAO:0004108	PATO:0002019	aplastic growth
XAO:0004108	PATO:0002019	aplastic growth
XAO:0004108	PATO:0002019	aplastic growth
