defined_class	defined_class_label	entity	entity_label	location	location_label
		XAO:0000050	mesoderm	XAO:0000054	trunk region
		XAO:0000042	neuroectoderm	XAO:0000040	head region
		XAO:0000472	iridophore	XAO:0000028	epidermis
		XAO:0004265	autopod	XAO:0004107	regenerating hindlimb
		XAO:0004489	spike	XAO:0004107	regenerating hindlimb
		XAO:0003012	cell	XAO:0001001	cranial neural crest
