defined_class	defined_class_label	entity	entity_label
		XAO:0004501	apoptotic cell
		XAO:0003032	digit
		XAO:0000031	ciliated epidermal cell
		XAO:0003036	forelimb digit
		XAO:0003035	hindlimb digit
		XAO:0004510	melanoblast
		XAO:0001014	melanophore
		XAO:0004225	non-ciliated epithelial cell
