defined_class	defined_class_label	entity	entity_label	location	location_label
		GO:0031103	axon regeneration	XAO:0000188	optic nerve
		GO:0009952	anterior/posterior pattern specification	XAO:0000103	midgut
		GO:0000281	mitotic cytokinesis	XAO:0003018	primary spermatogonium
