defined_class	defined_class_name	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/XPO_0142031		XAO:0005506	cerebrospinal fluid
http://purl.obolibrary.org/obo/XPO_0142032		XAO:0005505	nasal region
http://purl.obolibrary.org/obo/XPO_0142033		XAO:0005504	abdominal wall
http://purl.obolibrary.org/obo/XPO_0142034		XAO:0005501	digestive tract
http://purl.obolibrary.org/obo/XPO_0142035		XAO:0005503	tracheoesophageal septum
http://purl.obolibrary.org/obo/XPO_0142036		XAO:0005502	main body axis
http://purl.obolibrary.org/obo/XPO_0142067		XAO:0005500	desmosome
