defined_class	defined_class_name	anatomical_entity	anatomical_entity_label
http://purl.obolibrary.org/obo/XPO_0141661		XAO:0003026	tail
http://purl.obolibrary.org/obo/XPO_0141662		XAO:0003030	forelimb
http://purl.obolibrary.org/obo/XPO_0141663		XAO:0003031	hindlimb
